Vdr,Ino80d,14.80526751279831
Vdr,Ap3s1,1.255033363122493
Vdr,Stxbp4,4.340763973072171
Vdr,Ndrg1,4.733782410621643
Vdr,Tbxas1,1.118022061418742
Vdr,Smarca2,3.126125520095229
Vdr,Prkch,4.688382284715772
Vdr,Nr3c2,8.600872781127691
Vdr,Snx30,11.976047895848751
Vdr,Glipr2,7.421008128672838
Vdr,Slc44a2,9.62242366746068
Vdr,Bcl2,2.2181710554286838
Vdr,Tbc1d5,10.016554903239012
Vdr,Glb1,6.936230130493641
Vdr,Jun,0.8853762955404818
Vdr,Irf8,2.4117500698193908
Vdr,Rcsd1,7.723127391189337
Vdr,Slc2a3,5.490462675690651
Vdr,Lap3,11.425828490406275
Vdr,Tm7sf3,9.638356994837523
Vdr,Zfp24,8.82994657382369
Vdr,Fastkd2,12.421471349895
Vdr,Hmgb2,1.6765195978805423
Vdr,Wdr4,9.833041414618492
Vdr,Snrpb,2.492522464133799
Vdr,Nup107,5.448026726022363
Vdr,Dpp8,9.059756129980087
Vdr,Tbl3,4.011396115645766
Vdr,Ahcyl1,9.922073017805815
Vdr,Top3b,7.057336091995239
Vdr,Cln5,11.006505277007818
Vdr,Kat7,9.019364476203918
Vdr,Rangap1,5.014973251149058
Vdr,Kpna3,5.9395332634449005
Vdr,Nfkbia,2.827657791785896
Vdr,Rps6ka5,8.22747740149498
Vdr,Rcc1,2.426131605170667
Vdr,Ppp1r15a,5.45734522305429
Vdr,Dusp1,2.470944528467953
Vdr,Morc3,11.052780222147703
Vdr,Psen1,9.73674089089036
Vdr,Irf9,4.488491194322705
Vdr,Fdft1,7.121835440397263
Vdr,Arl8b,9.464193686842918
Vdr,Stard7,11.668394565582275
Vdr,Zfp451,10.448657870292664
Vdr,Nop2,3.105821968987584
Vdr,Rabggtb,12.144356779754162
Vdr,Wdr55,10.400133389979601
Vdr,Ncapd2,2.0583604155108333
Vdr,Arl6ip6,9.279770527034998
Vdr,Mcm4,2.466610916890204
Vdr,Eif1ad,10.494347020983696
Vdr,Tacc3,2.268881351687014
Vdr,Abcb8,9.859081104397774
Vdr,Dnm1l,7.455106716603041
Vdr,Fam76b,9.9834856800735
Vdr,Gtf2f1,7.049790468066931
Vdr,Tmx3,11.361209448426962
Vdr,Ptdss1,11.200025852769613
Vdr,Rad51,1.9936949042603374
Vdr,Ctsz,10.123948205262423
